sentence1,sentence2,score,tfidf_score,bert_score,hybrid_score
a man is riding a skateboard,a woman is cutting a potato,0.0,0.14438355527738675,-0.02330245,0.027003352157533002
a woman is taking a shower,a man is riding a white horse,0.0,0.12735952979479354,0.008152785,0.043914808097941044
a  man is dancing,a man is riding a horse,0.16,0.4112070550676187,0.3484019,0.36724344641435147
a man is rowing a boat,a man is shooting off a gun,0.16999999999999998,0.2912194185636897,0.17978474,0.21321514705367264
a man is swinging from a rope attached to the ceiling,a man is swinging on a rope,0.6799999999999999,0.43927499031635536,0.8567116,0.7314806234109772
a woman is riding a horse on a beach,a man is carrying another man on his back,0.08,0.1506401849870651,-0.11233865,-0.03344499310598466
a man holds a small animal in one hand,a man shows off a small monkey,0.35,0.2061369660682861,0.5124292,0.4205415142532403
a person is folding a square paper piece,a man is folding paper,0.65,0.45017550232698983,0.83657646,0.7206561858734204
a person is frying meat in a pan,a person is holding a skunk,0.15,0.26055567105626243,0.20354599,0.22064889264111273
a chimpanzee is hurting a woman,a man is driving a car,0.0,0.14438355527738675,0.04501438,0.07482513282424194
the woman is peeling shrimp,the man is holding a lemur,0.0,0.25233420143369617,0.012586191,0.08451059433771306
two zebras are playing,zebras are socializing,0.85,0.4112070550676187,0.7168979,0.625190667812705
a woman is slicing butter,a woman slices tofu,0.36,0.1707761131901165,0.5935657,0.4667288256638831
some men are playing guitars,three men are playing guitars and singing together,0.64,0.474330706497194,0.73229647,0.654906726807404
the elephants sprayed water on themselves,elephants spray themselves with water,0.72,0.38087260847594373,0.9421691,0.7737801436343968
a dog sat at the counter of a store,the dog is standing at the counter,0.52,0.4795818201875527,0.7307978,0.6554330191664648
someone drills a hole in a strip of wood with a power drill,a man drills a hole in a piece of wood,0.64,0.4333009465089472,0.8212122,0.7048388166293809
a woman is slicing some vegetables,the woman is dicing garlic,0.5599999999999999,0.25233420143369617,0.4063534,0.36014763238979514
a badger is burrowing a hole,a badger is digging the earth,0.9199999999999999,0.2912194185636897,0.78714085,0.638364394103958
a woman is water skiing on a lake,a man is playing a flute,0.0,0.11521554337793123,0.039444964,0.06217613845125893
a girl is playing a violin,a baby is laughing and giggling,0.05,0.12735952979479354,0.08978766,0.10105922086880839
a helicopter is landing on a helipad,a helicopter lands,0.7846,0.19431434016858148,0.72501814,0.5658069906873542
a woman is cutting up a chicken,a woman is slicing meat,0.55,0.2912194185636897,0.68013215,0.5634583131427305
a woman is cutting a cucumber,a man is playing a guitar,0.0,0.14438355527738675,0.027066592,0.062261680699646306
a woman rides an elephant in front of an adoring crowd,a woman rides an elephant,0.6,0.608550673173113,0.8173977,0.7547435657519828
a puppy is sliding backwards along the floor,a puppy is pushing itself backwards,0.76,0.3446421410380548,0.7689767,0.6416762884181364
a woman splits garlic cloves,a woman is breaking a head of garlic into cloves,0.9199999999999999,0.3748077700589727,0.86287725,0.7164563700573037
a dog is looking into swimming pool,a dog is walking along the edge of a pool,0.52,0.2798280652432878,0.656785,0.5436979095956457
a woman mixes a beauty treatment in a glass,a woman is mixing a cream in a glass with a spoon,0.72,0.2798280652432878,0.7036812,0.5765252273103368
a man is drawing a picture,a person is drawing,0.72,0.4112070550676187,0.77633643,0.6667976304935217
a woman is picking tomatoes,a woman is pouring batter into a bowl,0.2,0.26055567105626243,0.31399432,0.2979627181292033
a man is looking at a computer monitor,a man is using a laptop,0.55,0.26055567105626243,0.5506829,0.4636447210312342
the boy is riding a tricycle,a woman is riding a water scooter,0.25,0.25233420143369617,0.13283916,0.1686876711542719
two men compete in a tire rolling race,two people flipped tractor tires in a race,0.55,0.275195812175023,0.62806636,0.5222051963178359
a person is cutting a meat,a person riding a mechanical bull,0.0,0.14438355527738675,0.2201175,0.19739730525737983
a man is playing a violin,a woman is using a sewing machine,0.0,0.12735952979479354,0.17144254,0.1582176314179722
the baby crawled through the doorway,a baby is crawling across the floor,0.48,0.28843236254753224,0.6905096,0.5698864230129169
a man is playing keyboard,a person is playing a piano,0.44000000000000006,0.3360969272762575,0.5702995,0.50003872655362
a man is smelling two pizzas,a woman is feeding a man,0.04,0.2912194185636897,0.17299327,0.20846111783929047
a monkey pulls the tail of a dog,a monkey is teasing a dog at the zoo,0.5599999999999999,0.3041257418754935,0.6861265,0.5715262579191697
a dog lies on his back on a wooden floor,a dog is laying on the floor,0.8,0.3590901389620649,0.7930468,0.6628597883850916
a woman is frying something in the pan,a man is playing his guitar,0.0,0.09349477497536716,0.06087374,0.0706600500875675
a man puts seasoning in a bowl of water,the man added seasoning to water in a bowl,1.0,0.5056055588739691,0.92904544,0.8020134628777974
an elderly woman is pouring oil into a frying pan,a tied man is putting into water,0.0,0.15976420924144444,0.08470843,0.10722516293846804
a woman is chopping an onion,a woman is slicing partially into half of an onion,0.64,0.43927499031635536,0.77369326,0.673367763685025
the woman picked up the kangaroo,a woman is carrying a kangaroo,0.7,0.22028815056182974,0.8014791,0.6271217802324832
a dog biting on a can,a dog opens a can of food,0.35,0.2912194185636897,0.6650142,0.5528757766837614
a woman is deboning a fish,a man catches a fish,0.25,0.1707761131901165,0.43556815,0.35613052973683534
a man is mowing grass,a man is busting concrete,0.1666,0.3360969272762575,0.18730229,0.2319406851384055
a cat is watching a tv,a man is slicing a leave,0.0,0.14438355527738675,-0.020254722,0.02913676165020449
the boy is stuck in the door of the doghouse,a child is stuck in a dog house,0.75,0.1875031149676009,0.7303064,0.5674653695908357
people flip into a swimming pool,men are falling into a pool,0.55,0.25233420143369617,0.5982027,0.49444214227749045
a woman swims underwater,a woman is swimming,0.76,0.20199309249791836,0.87407583,0.6724509908559124
a man is playing a guitar,a woman is dancing,0.04,0.1707761131901165,0.072965816,0.10230890343125523
an airplane is flying in the air,a south african airways plane is flying in a blue sky,0.6799999999999999,0.23577033983032974,0.6749465,0.5431936368535789
a bear is running from two dogs,a bear is fighting wolves,0.27999999999999997,0.26055567105626243,0.619104,0.5115395267010188
a woman is resting in a floating raft,a woman relaxes in an inner tube,0.76,0.20199309249791841,0.41124874,0.34847203034184376
a man is dieing in an operating room,a man is kissing a woman in stage,0.08,0.30412574187549346,0.109197736,0.16767613463292239
a man is holding a leaf,a woman is watching television,0.0,0.14438355527738675,-0.1369437,-0.052545518987119365
a person is riding a horse,a woman is slicing potatoes,0.0,0.14438355527738675,-0.03978309,0.015466902963578534
a woman is slicing octopus,a man is playing the guitar,0.0,0.12735952979479354,0.013855467,0.04790668575809634
a man is breaking water jugs,a woman is peeling garlic,0.04,0.12735952979479354,0.024705432,0.0555016604696337
a man is playing a guitar,a woman is cutting vegetable,0.0,0.14438355527738675,0.066817276,0.0900871591640113
a girl is eating a cupcake,a man is slicing a cucumber,0.0,0.14438355527738675,0.10084009,0.11390312630659324
the little girl played on the grass with a dog and a ball,a baby plays with a dog and ball,0.76,0.3039830649662258,0.5935107,0.5066524065961909
people ride and paddle a raft,four people are floating on a raft,0.45,0.22576484600261612,0.73071945,0.5792330310331457
the lady cut up a potatoe,a man is cutting a potato,0.48,0.0,0.65337706,0.45736393332481384
the missile exploded,a rocket exploded,0.64,0.26055567105626243,0.8066806,0.6428431053162074
a dog is playing in the snow,a dog is pawing at a fly in the carpet before it,0.32,0.35630042933313816,0.38822132,0.3786450492825769
a woman is dancing with other women,a woman is shredding chicken,0.08,0.26055567105626243,0.2148295,0.22854735744004004
a boy is pushing a van,a person is slicing a tomato,0.0,0.14438355527738675,0.11899765,0.12661342192417366
a boy is making some dance steps,a boy is pouring something from a pitcher,0.08,0.20199309249791841,0.27471936,0.2529014809729854
a woman is opening a soda and drinking it,a woman is riding on an elephant,0.12,0.18443191662261313,0.20959531,0.2020462888921184
a man is assembling speaker parts,a man is playing the guitar,0.2,0.25233420143369617,0.27389508,0.2674268108899706
the dog walked along the edge of the pool,a dog is walking along a pool,0.9199999999999999,0.22020138715358506,0.8741466,0.6779630107124207
butter is being put into a bowl,a man cutting butter into a mixing bowl,0.85,0.3360969272762574,0.7294431,0.6114392413946997
raccoons are eating,a man is eating,0.3,0.20199309249791836,0.31809402,0.28326372939370076
someone fell off a horse,a man gets knocked off of a horse,0.7,0.26055567105626243,0.7230835,0.5843251128197169
a woman peels an apple,a man pops wheelies on a motorcycle,0.0,0.0,0.040752884,0.028527017682790756
a man is taking some math classes,a man is rinsing a steak,0.0,0.26055567105626243,0.18495691,0.20763652813439124
animals are playing in water,two men are playing ping pong,0.0,0.22576484600261612,0.14449826,0.16887823051081824
a man is riding a horse and jumping over obstacles,a man is kicking a soccer ball,0.0666,0.19087406613020358,0.24392977,0.228013061337436
a person is doing pencil tricks with his hand,a person is slicing carrots in half,0.0666,0.17077611319011657,0.27651033,0.2447900665753669
the person lit the cameras on fire,a person is blow torching cameras,0.6666000000000001,0.17856621555757482,0.6674094,0.5207564646371363
the man is slicing the tape from the box,a man is cutting open a box,0.8666,0.22020138715358506,0.68531984,0.5457842869003174
a man is fishing in the river,a man is singing while walking down the sidewalk,0.16,0.2798280652432878,0.14241764,0.18364076423851367
a man is riding a bike,a woman is dancing in the street,0.04,0.11521554337793123,-0.0004290864,0.03426430254818993
a man is doing pushups,a woman is cutting some octopus,0.0,0.12735952979479354,0.030680377,0.05968412211881316
a man is playing guitar,a woman is slicing up some pork,0.0,0.11521554337793123,0.034959685,0.05903644143597344
the little boy is singing and playing the guitar,a baby is playing a guitar,0.5599999999999999,0.3101705771795043,0.58807147,0.5047012049588897
a woman is powdering her face,the woman is tapping her fingers on the table,0.16,0.26242093626196,0.23526287,0.2434102934108222
a woman is peeling a potato,a lion is walking around,0.0,0.14438355527738675,-0.050158896,0.008203840441763234
a woman is firing a rifle,a man is performing stunts,0.05,0.14438355527738675,-0.0380098,0.01670820694392903
a woman puts a garland over a mans shoulders,a man pours water over a pilots head,0.1,0.09193998174078082,0.08949607,0.09022924034657125
an old woman is shaking hand with a man,a man and a woman shake hands,0.75,0.19087406613020358,0.8073844,0.6224312562274583
the woman is waterskiing,a woman is wake boarding on a lake,0.35,0.26055567105626243,0.43419987,0.3821066100597834
trees are bending in storm,trees are hit by very hard winds,0.5334,0.2061369660682861,0.7283323,0.5716736508365686
a man and woman is riding in a car,a woman is frying shrimp,0.08,0.23790309463326237,0.0220198,0.08678478824908763
a man is moving a tree limb,the woman is playing the violin,0.0,0.08704446792504217,0.009412164,0.03270185480609841
a man plays a piano,a woman is playing the violin,0.2,0.0,0.25798425,0.1805889755487442
a person pours oil on a skillet,a person is dicing an onion,0.16,0.11234277891542777,0.4621601,0.3572149110061713
the animal is eating,a woman is dancing,0.0,0.1707761131901165,0.054951616,0.08969896340902508
the woman is walking her dog,a woman walks her dog down the street,0.8,0.45026814465562653,0.80573934,0.6990979776526693
a group of people sing,some people are singing,1.0,0.14438355527738675,0.898827,0.6724939482284187
the cat is drinking milk,a cat is licking from a saucer of milk,0.8800000000000001,0.3446421410380548,0.66117865,0.5662177022021635
a girl is making eyelid,a woman is applying eyeshadow,0.4,0.14438355527738675,0.48678464,0.3840643005443214
two men are fighting,two men are fighting using a form of martial arts,0.5599999999999999,0.5368927118515179,0.8207113,0.7355657517115832
the military officer barked at the recruits,an officer is talking to recruits,0.5,0.15976420924144444,0.7041707,0.5408487376125976
the man is putting chicken into the container,a man is putting foods in a box,0.5,0.2447853117345521,0.5749177,0.4758779594051465
a man is tying on a stenographers machine,the man used a stenograph,0.45,0.11521554337793123,0.58574307,0.44458480580703474
a woman is adding pasta to a pot of water,a woman is making noodles,0.72,0.22028815056182974,0.6340698,0.5099352935114444
a woman is lying on a blanket on a rock and reading a book,a woman seated is singing a song and playing the guitar too,0.24,0.16043973993961202,0.27115887,0.23794313678653295
two puppies are playing with each other,some men are playing soccer,0.04,0.2061369660682861,0.081115216,0.11862174103222442
a man is running on a field,a man climbs up a rope,0.2,0.12735952979479354,0.27494794,0.23067142083094752
a man is hugging someone,a man is taking a picture,0.08,0.3360969272762575,0.24257754,0.2706333532187354
someone is pouring ingrediants into a pot,a man puts vegetables into a pot,0.5599999999999999,0.22576484600261612,0.6343915,0.5118034884916418
a couple are walking,some men are sawing,0.0,0.1707761131901165,0.118893154,0.134458039497692
a person is playing a guitar,the man played his guitar,0.6,0.12735952979479354,0.7700627,0.5772517026846233
a person is adding food in a pan,a woman puts rice into a pan,0.6,0.10163066979112656,0.61349607,0.4599364346142484
a group of penguins is walking,a large amount of penguins are heading to the ocean,0.5599999999999999,0.17856621555757482,0.69232863,0.5381999129422663
a man is playing a guitar,someone is handling a bun,0.0,0.14438355527738675,0.08771396,0.10471483562117798
a dog is jumping on a trampoline,a boy is playing a guitar,0.0,0.12735952979479354,0.058494706,0.07915415256069339
a man is shaking a container over a kitchen sink,a man is emptying a plastic container,0.44000000000000006,0.3446421410380548,0.50796914,0.45897103505548076
a man is walking with a horse,a man is leading a horse around by its halter,0.75,0.31710746658027106,0.6723372,0.5657682501440642
paper is being cut with scissors,a piece of paper is being cut,0.8,0.5031026124151314,0.8837472,0.7695538019893099
a person peels shrimp,the lady peeled the shrimp,0.7,0.12536693798731732,0.73551524,0.5524707114315955
a man is playing a guitar,a man tries to read the paper,0.16,0.11521554337793123,0.1969853,0.1724543760623143
a man making a bed in a hotel,a man is holding a animal,0.16,0.12735952979479354,0.11722599,0.12026605023787654
the dog pulled the dogs tail and then his leg,a monkey pulled a dogs tail,0.35,0.2950587190413172,0.68452847,0.567687550700417
a woman beats two eggs in a bowl,a person is mixing ingredients in a bowl,0.6,0.20199309249791841,0.49771315,0.40899711984417836
a man is jumping rope outside,a woman is slicing a cucumber,0.0,0.12735952979479354,-0.046566196,0.005611524123412731
a person is slicing some onions,a hamster is singing,0.0,0.1506401849870651,0.034329683,0.06922283219053653
a woman holds a kangaroo,a man in a hat sings a song,0.0,0.0,0.011540173,0.008078120648860931
soccer players are kicking a soccer ball into the goal,a soccer player scores a goal,0.76,0.29958005253357567,0.69880384,0.5790366992470112
a woman is cooking something,a woman is pouring ingredients into a frying pan,0.64,0.23790309463326237,0.6910269,0.5550897706579688
a woman is swimming in the beach,a woman splashes around in the oceans waves,0.64,0.30412574187549346,0.51445687,0.45135751240143895
a man is carrying another man,a man sprays another man with water from a hose,0.16,0.4333009465089471,0.41447505,0.42012280653569195
the woman is putting paste into a dish,a woman is pulling some kind of sticky goo out of a bowl,0.3,0.11913689236190335,0.53236914,0.4083994694362474
a man is holding up and talking about a gray you tube tshirt,a man is showing a t shirt,0.55,0.18435554192630063,0.52328,0.42160268570830706
someone pours olive oil into a bowl of tomato wedges,the man poured oil on the tomato slices,0.75,0.11914719328677728,0.71032107,0.5329689061206462
a man is playing the guitar,the man played his guitar with a friend,0.64,0.3446421410380548,0.6116646,0.531557839683853
someone is boiling okra in a pot,someone pours olive oil into a bowl of tomato wedges,0.16,0.07397129483465995,0.32858837,0.2522032390458722
a person is peeling a potato,a cat is licking a small bottle,0.0,0.12735952979479354,0.0643604,0.08326014145062602
a cat is jumping into a box,a young man is talking to a leaf,0.0,0.10163066979112656,-0.07240187,-0.0201921032492446
the woman is seasoning the oil,a woman is pouring ingredients in a bowl,0.27999999999999997,0.17077611319011657,0.4758161,0.3843040956013984
a cat is sliding upside down under a couch,a cat is crawling under a piece of furniture on its back,0.64,0.22150013430590973,0.70369124,0.5590339111795293
a woman dances while a man plays the keyboard,a woman is dancing on a stage,0.44000000000000006,0.09349477497536716,0.4090154,0.31435919465958706
a chef is cleaning up a bowl of soup,a man is wiping the edge of a bowl off,0.5065999999999999,0.2532094495161746,0.49061143,0.41939082076145334
an explosion is booming in the desert,a nuclear weapon explodes in a desert,0.6799999999999999,0.20613696606828608,0.7309973,0.5735392166133936
a woman slices a lemon,a man is talking into a microphone,0.0,0.0,-0.029908506,-0.02093595452606678
an overweight man is skipping rope,a young man is dancing,0.16,0.26055567105626243,0.24552785,0.250036187887237
the lady cracked two raw eggs,the woman is cracking eggs into a bowl,0.64,0.18443191662261313,0.7362611,0.5707123417104167
a man sharpens a pencil using a knife,a woman is dancing in the rain,0.0,0.0,-0.1074003,-0.07518021017313004
plastic toys are floating in water,the ladies are performing a dance,0.0,0.10163066979112656,0.041256294,0.05936860686797628
the turtle followed the fish,a sea turtle is hunting for fish,0.6,0.18443191662261307,0.70501554,0.5488404471124095
the woman is pencilling on eye shadow,the girl is using an eye pencil on her eyelid,0.5599999999999999,0.31888272749308855,0.6725199,0.5664287697879199
a man is tying his shoe,a dog is riding on a bicyclists shoulders,0.0,0.10163066979112656,-0.16938055,-0.08807717801373473
a woman is slicing meat with a knife,a man is spreading out dough,0.0834,0.10163066979112656,0.085716516,0.09049076049286851
a dog is running on the ground,a girl is tapping her finger nails,0.0,0.09193998174078082,-0.02031892,0.013358750481029791
a man is petting a tied up dog,a man is showing his dog to the camera,0.2,0.2798280652432878,0.49148172,0.42798562455383654
a woman is walking on an open ground with a pet dog as some other dogs follow them,a man is walking with several dogs,0.4,0.26951761324603224,0.5200051,0.44485885286152027
a woman is mincing some garlic,a person is cleaning a disk,0.0,0.12735952979479354,0.15145175,0.14422408505128062
two teams are playing soccer,different sets of teams are playing football on a field,0.5,0.29526755538240534,0.59845734,0.507500396152304
a rat like creature is smelling around,an animal is walking on the ground,0.4,0.0845798608014702,0.25898778,0.20666540433018563
two sumo ringers are fighting each other,a man rides a water toy in the water,0.0,0.0,0.03367221,0.023570546880364418
a man lays on the ground and aims a rifle,a man is spreading butter on a tortilla,0.0,0.17077611319011654,0.17084129,0.17082173803981007
a couple are running towards the ocean,a man and and woman are running together holding hands,0.5636,0.14291972952214924,0.52226067,0.40845838498213305
a woman is chopping a hard egg,a person is cutting  boiled egg into pieces,0.7066,0.2061369660682861,0.71920955,0.5652877880092676
two robots share a kiss,a male and female robot are kissing,0.76,0.0,0.8026936,0.5618855357170105
a cat is trying to touch a dog,the cat teased the dog by touching his head,0.65,0.14291972952214924,0.6806244,0.5193130106840373
the rhino grazed on the grass,a rhino is grazing in a field,0.8,0.08704446792504217,0.8257905,0.6041666955944927
the man drove his little red car around the traffic,the dog ran in the water at the beach,0.0,0.29526755538240534,0.012307484,0.09719550520675022
a man is cutting bread,a man is doing tricks with a soccer ball,0.2,0.23790309463326237,0.22920062,0.23181135843510658
a cat rapidly swats a kid in the head,a cat and a boy play together,0.52,0.09349477497536716,0.5568129,0.41781745018899075
a cat is playing in a box,the dog is playing with the floor cleaner,0.27999999999999997,0.16836842163679847,0.31557298,0.2714116134174998
the couple danced in the church,a couple slow dances,0.64,0.11671773546032796,0.52334726,0.4013584016355654
a man is patting an alligator on the mouth,a person is dumping chopped vegetables into a pot on the stove,0.0,0.2038037084651848,0.028484087,0.08107997262814225
a person checks some rice pudding,a horse is running,0.0,0.0,0.052573137,0.03680119663476944
a woman is stirring two eggs in a glass bowl,a young girl is singing on a stage,0.0,0.07874460345594508,0.054897398,0.06205155723121292
the man is playing the drums,a man pours cleaner in his sink,0.0,0.07874460345594508,0.1933794,0.1589889565887702
a man is slicing a pepper,a person cuts a big green pepper apart,0.76,0.11521554337793123,0.6690233,0.5028809498156712
a woman is speaking in sign language,a woman spices some seafood,0.1286,0.11521554337793123,0.203702,0.1771560649480031
a boy is crawling into a dog house,a cat is playing on the floor,0.0,0.09193998174078082,0.25222054,0.20413637636961585
the girl flew her kite while she ran up a hill,a girl loses her kite,0.45,0.3278707471841718,0.68926084,0.5808438064859552
a woman is placing food in a pot of hot water,a woman is frying meat,0.25,0.20608363501393825,0.5062306,0.4161865054135443
a small monkey walks through water,a monkey is wading across a marsh,0.6799999999999999,0.11234277891542777,0.61220723,0.46224789144821843
a man is riding a bike,a panda bear is eating,0.0,0.14438355527738675,-0.035111513,0.018737007491051984
a young man is singing and playing the piano,the man is writing a letter,0.04,0.31710746658027106,0.19401523,0.23094289830976705
a boy takes off his sunglasses,a boy is screaming,0.1,0.1506401849870651,0.22801036,0.20479930201425461
a girl is playing a piano,a boy is doing push ups,0.0,0.12735952979479354,0.06971185,0.08700615181372798
the lady sliced a tomatoe,someone is cutting a tomato,0.8,0.0,0.7210934,0.5047653913497925
someone is holding a hedgehog,a onion is being sliced,0.0,0.14438355527738675,0.12596297,0.13148914892202598
a woman peels a potato,a woman is grilling pineapples,0.2,0.1707761131901165,0.2945618,0.2574260873549765
a cat is drinking some water,a truck is going down a hill,0.0,0.11234277891542777,0.028287224,0.05350388968713958
a person is putting salt and pepper on a piece of pork,a youngster is sitting on a piano,0.0,0.16836842163679844,0.07038262,0.09977835868083788
the man sat in his chair and stared,the little girl is putting her hair into a pony tail,0.0,0.05992996822422367,-0.0145426765,0.007799116911368434
a woman is dicing a potato,a woman cuts tofu into tiny pieces,0.36,0.11521554337793123,0.3592506,0.286040086587827
a baby is crawling happily,a baby sneezed and scared another baby,0.24,0.22028815056182974,0.28718787,0.26711795123010285
a person is frying a meat in the pan,a man is cutting a vegetable,0.12,0.10599213135093251,0.2939889,0.2375898727531725
a man is looking out of a window,a woman is swimming in the water,0.05,0.09193998174078082,-0.06475752,-0.017748269152024942
a man seated is playing the guitar,a man is playing an acoustic guitar and singing into a microphone,0.65,0.35630042933313816,0.60986906,0.5337984728303217
a woman is slicing an onion with a knife,a man is preparing some dish,0.25,0.09349477497536716,0.24903205,0.20237085881173247
a rider is running and jumping her horse,a woman jumps hurdles on a horse,0.8,0.09349477497536716,0.6216744,0.4632205134862625
a boy is playing a keyboard,a boy is sitting in a room playing a piano by lamp light,0.65,0.3278707471841718,0.5437921,0.47901570818883615
two men are fighting,the man is exercising,0.15,0.0,0.23798317,0.1665882170200348
a man is playing a wooden flute while several other men play bongo drums,a man is playing a flute,0.65,0.44943641652398214,0.69550925,0.6216873855284837
a person is petting a monkey,a man is holding a slow loris,0.24,0.12735952979479354,0.18940356,0.17079034461424983
two cartoon rabbits are kissing,a rabbit is kissing another rabbit,0.76,0.09349477497536716,0.84648275,0.6205863720411026
the hedgehog chewed on the towel,a hedgehog is biting at a blanket,0.6799999999999999,0.08704446792504217,0.67524284,0.4987833292481334
a cat is licking himself,a man is slicing a white onion with a mandolin slicer,0.0,0.09867961797986957,0.09234114,0.09424267886243622
a small guinea pig is gnawing and eating a piece of carrot on the floor,a guinea pig eats a carrot,0.7,0.28196020042685593,0.8124559,0.6533071491592762
four boys are standing in front of the burning car,four young men stand still as a car explodes behind them,0.75,0.11234277891542774,0.6213312,0.4686346781475135
a man is smoking,the man sat in his suit and smoked,0.8,0.11671773546032796,0.5954522,0.4518318532499453
a woman is adding sauce to some food,a person is cutting leaves,0.04,0.10599213135093251,0.08719075,0.09283116025283872
three children are eating their food,the deer jumped over the fence,0.0,0.0,-0.08177972,-0.057245802134275436
a submarine is going through water,a baby is falling asleep,0.0,0.12735952979479354,0.06213592,0.08170300363348162
a man is running on a street,a man plays the guitar,0.16,0.12735952979479354,0.25535232,0.21695448471949733
a person is slicing an onion,a cat is pooping into a toilet,0.0,0.11234277891542777,0.07670401,0.08739564018674571
a badger is digging in the dirt,a man is moving large rocks,0.0,0.10163066979112656,0.2455594,0.20238077102858554
a woman is slicing big pepper,a dog is moving its mouth,0.0,0.11234277891542777,0.030783422,0.055251229651052544
a man is riding a bicycle,a man is riding a bike,1.0,0.6029748160380571,0.9208033,0.8254547488313451
a man and a woman are kissing each other,a man and a woman are talking to each other,0.12,0.6735205045780813,0.6484597,0.6559779164624594
a woman is slicing an onion,a woman is cutting an onion,0.8400000000000001,0.6694188517266485,0.9136106,0.8403530359844558
a small boy is playing with a dog,a baby is playing with a dog,0.75,0.5803329846765686,0.5664611,0.5706226557942059
the man is drawing,a man is drawing,1.0,0.7765145304745157,0.9934499,0.9283693195267235
a man is cutting a potato,a woman is cutting a tomato,0.25,0.3360969272762575,0.4956488,0.4477832450720679
a boy is playing a guitar,a kid is playing a guitar,0.72,0.6029748160380572,0.87478924,0.7932448756318823
a woman is cutting an onion,a woman is cutting through an onion,1.0,0.8466473536503037,0.964654,0.9292520081046736
a toy train is striking a toy car,a toy train strikes a toy car,1.0,0.6735205045780813,0.97450656,0.8842107472253226
a man is playing the guitar,a man is playing the flute,0.44000000000000006,0.6694188517266485,0.49147964,0.5448614001850478
a cat opens a drawer and climbs inside,a cat is opening a drawer and climbing inside,1.0,0.45026814465562653,0.9685447,0.8130617604399923
a woman is frying a food,a woman is deep frying food,0.85,0.8181802073667197,0.9053522,0.8792005669936462
a man is dicing an onion,a woman is cutting an onion,0.5,0.43161341897075156,0.6295699,0.570182947371676
a girl is playing a guitar,a man is playing a guitar,0.5599999999999999,0.6029748160380572,0.58497894,0.5903776955228582
a girl is singing on stage,a man is singing on stage,0.5599999999999999,0.6694188517266485,0.640612,0.6492540479282729
a woman is riding a horse,a woman is riding a donkey,0.5599999999999999,0.6029748160380571,0.68052566,0.6572603952508702
a girl is playing a guitar,a man is playing a guitar,0.5599999999999999,0.6029748160380572,0.58497894,0.5903776955228582
a woman is brushing some shrimp,a woman brushes some shrimp,1.0,0.5101490193104813,0.9462225,0.815400426790001
a man is dancing on the ceiling,a man is dancing on the ceiling of a room,0.96,0.7765145304745156,0.92396486,0.8797297240181481
a woman thinly slices an onion with a large knife,a woman is slicing onions with a large knife,0.8400000000000001,0.368023208756115,0.9152349,0.7510714209016758
a man is playing a keyboard,a man plays a keyboard,1.0,0.4112070550676187,0.9870907,0.814325623218894
a man plays the guitar,a man is playing the guitar,1.0,0.5101490193104814,0.98107463,0.8397969655244372
a woman is peeling a potato,a woman peels a potato,1.0,0.4112070550676187,0.9537916,0.7910162136005163
a woman is handling a frog,a man is holding a frog,0.75,0.3360969272762575,0.57180995,0.5010960235449683
a man is playing a flute,a man is playing a guitar,0.4,0.6029748160380571,0.5359287,0.5560425591092839
a man is playing a guitar,a man is playing a flute,0.3166,0.6029748160380571,0.5359287,0.5560425591092839
a man is playing a piano,a man is playing a guitar,0.3556,0.6029748160380571,0.52734715,0.5500354539972081
a man is playing a guitar,a man is playing a piano,0.4,0.6029748160380571,0.52734715,0.5500354539972081
a man is playing a flute,a man is playing a guitar,0.4,0.6029748160380571,0.5359287,0.5560425591092839
a man is playing a flute,a man is playing a guitar,0.4,0.6029748160380571,0.5359287,0.5560425591092839
two women are on a couch,two women are hugging on a couch,0.64,0.8466473536503037,0.79580164,0.8110553418639814
someone is slicing a cucumber,a man is slicing a cucumber,0.76,0.6029748160380572,0.910923,0.8185385238748327
a kitten is playing with a blue rope toy,a kitten is playing with a toy,0.8800000000000001,0.7474073540060464,0.8096932,0.7910074225332958
the dog is barking at the toy,a dog is barking at a toy,1.0,0.6225407468137513,0.96259654,0.8605797990220001
a person folds a tortilla,a man folds a tortilla,0.7,0.5031026124151314,0.9129993,0.790030262446158
a cat is drinking milk,a kitten is drinking milk,0.8,0.6029748160380572,0.86325836,0.7851732742410437
a person is driving a car,a man is driving a car,0.7,0.6029748160380572,0.8063557,0.7453414570909277
a turtle is walking,a tortoise is walking,0.8800000000000001,0.5031026124151314,0.6619055,0.6142646586654116
a cow is eating grass,a cow is eating hay,0.76,0.6029748160380571,0.78667784,0.7315669428926244
a woman is chopping broccoli,a woman is chopping garlic,0.52,0.6029748160380571,0.6608237,0.6434690427404179
a man is crying,a man is screaming,0.6,0.5031026124151314,0.6862056,0.6312747215983797
the man is playing the guitar,a man is playing guitar,1.0,0.5797386715376657,0.97440624,0.8560059830416524
a man is cutting an onion,a man is cutting a plantain,0.7333999999999999,0.5101490193104813,0.61233395,0.5816784552781602
a man is slicing a potato,a woman is peeling a potato,0.4666,0.3360969272762575,0.5875598,0.5121209456774604
a woman is tapping her fingers on a table,a woman is tapping her fingers,0.8,0.7474073540060465,0.8659997,0.8304220071699842
someone is boiling okra in a pot,someone is cooking okra in a pan,0.8800000000000001,0.5031026124151314,0.75059664,0.6763484096286226
a man is smoking,a man is mixing,0.04,0.5031026124151314,0.4208427,0.44552066085314046
